,Local_time,neighborhood,total_cars,weekday,hour,latitude,longitude
128878,2019-10-21 07:30:00+03:00,Tzahala Gardens,28,0,7,32.1231,34.8287
102953,2019-10-07 07:00:00+03:00,Jaffa College Tel Aviv and Dakar,19,0,7,32.047511,34.759492
307553,2020-01-15 14:00:00+02:00,The new north - the state square,57,2,14,32.0873,34.79435
331981,2020-01-29 05:00:00+02:00,Tel Aviv Cardo,81,2,5,32.071247,34.779381
261930,2019-12-22 09:30:00+02:00,The inheritance of Isaac,65,6,9,32.07486,34.7966
118831,2019-10-15 05:30:00+03:00,Tel aviv university,105,1,5,32.111305,34.807381
372493,2020-02-16 19:30:00+02:00,South Park,10,6,19,32.04364,34.80044
54198,2018-11-27 10:30:00+02:00,Atidim,86,1,10,32.1097,34.8408
203581,2019-11-25 05:30:00+02:00,Florentine,36,0,5,32.056237,34.769956
332791,2020-01-29 11:30:00+02:00,Ezra and the crates,20,2,11,32.044270000000004,34.79306
262555,2019-12-22 14:30:00+02:00,Glilot,88,6,14,32.13657,34.79371
172038,2019-11-09 12:30:00+02:00,North Star,15,5,12,32.09988,34.78761
264576,2019-12-25 05:30:00+02:00,Shapira,39,2,5,32.05213,34.78141
348993,2020-02-04 12:30:00+02:00,Jaffa D,34,1,12,32.035393,34.75873
228728,2019-12-05 01:30:00+02:00,Tzahalon and savings settlements,46,3,1,32.03825,34.75302
270299,2019-12-27 00:30:00+02:00,Kiryat Shaul,4,4,0,32.12535,34.824020000000004
302370,2020-01-13 00:30:00+02:00,Bitzaron and Ramat Israel,24,0,0,32.068052,34.802363
303913,2020-01-14 11:30:00+02:00,North Jaffa,35,1,11,32.0545,34.75815
13491,2018-07-10 22:00:00+03:00,Old Jaffa,24,1,22,32.051513,34.749902
348127,2020-02-04 06:00:00+02:00,Neve Avivim and its surroundings,73,1,6,32.11538,34.7946
34854,2018-07-20 00:00:00+03:00,Lights,2,4,0,32.05442,34.80147
290446,2020-01-09 06:30:00+02:00,Yad Eliyahu,10,3,6,32.06004,34.794979999999995
276782,2019-12-30 00:30:00+02:00,The Yemenite Vineyard,5,0,0,32.069777,34.766401
305549,2020-01-14 23:30:00+02:00,Sarona Gardens,19,1,23,32.07224,34.78279000000001
285072,2020-01-04 15:00:00+02:00,Ajami and Givat Aliya,55,5,15,32.04796,34.75193
31286,2018-07-17 17:00:00+03:00,The new north - the state square,16,1,17,32.08855,34.788687
304692,2020-01-14 17:00:00+02:00,Tzahala,24,1,17,32.12315,34.83715
309199,2020-01-17 02:30:00+02:00,Neve Ofer,58,4,2,32.0369,34.7625
40031,2018-10-11 02:00:00+03:00,Revivim,13,3,2,32.11751,34.82624000000001
146069,2019-10-28 15:30:00+02:00,Neve Ofer,29,0,15,32.03695,34.76381
11367,2018-07-10 02:00:00+03:00,Tel Baruch,30,1,2,32.12218,34.81435
8554,2018-07-09 04:30:00+03:00,Jaffa Genoa Golan,16,0,4,32.033640000000005,34.74536
216522,2019-12-01 07:00:00+02:00,Hadar-Yosef,6,6,7,32.109362,34.81926
84793,2019-09-21 16:30:00+03:00,Sea views,59,5,16,32.118,34.79188
149285,2019-10-29 15:30:00+02:00,The New North - the northern part,22,1,15,32.0925,34.788909999999994
85890,2019-09-22 00:30:00+03:00,Sea views,37,6,0,32.12201,34.7917
85182,2019-09-21 19:30:00+03:00,Neve Avivim and its surroundings,75,5,19,32.11795,34.79667
289743,2020-01-07 01:30:00+02:00,Maoz Aviv,26,1,1,32.11343,34.81239
339278,2020-02-01 11:30:00+02:00,Tzahala,28,5,11,32.1222,34.84094
319661,2020-01-22 08:30:00+02:00,North Jaffa,16,2,8,32.0522,34.75581
154628,2019-11-01 07:30:00+02:00,The Yemenite Vineyard,33,4,7,32.070570000000004,34.766890000000004
192773,2019-11-19 21:30:00+02:00,Jaffa Genoa Golan,6,1,21,32.03132,34.746520000000004
207939,2019-11-26 14:00:00+02:00,Old Jaffa,18,1,14,32.053555,34.753245
119653,2019-10-15 11:30:00+03:00,The nursery,7,1,11,32.1257,34.831720000000004
265149,2019-12-25 10:00:00+02:00,Neve Sharett,18,2,10,32.116782,34.843358
36622,2018-07-22 13:00:00+03:00,Neve Barbur,8,6,13,32.0533,34.80151
327211,2020-01-27 17:30:00+02:00,Atidim,86,0,17,32.10781,34.83784
164062,2019-11-06 12:00:00+02:00,Plan for,1,2,12,32.10907,34.78702
163249,2019-11-06 00:00:00+02:00,Revivim,30,2,0,32.11533,34.83091
13707,2018-07-10 23:30:00+03:00,Tel-Haim,3,1,23,32.06284,34.80239
198186,2019-11-22 13:30:00+02:00,Ramat Hahayal,46,4,13,32.11104,34.83619
51351,2018-11-26 13:00:00+02:00,Yedidya,6,0,13,32.04432,34.80731
177675,2019-11-13 06:30:00+02:00,Employment area - Holon Junction,10,2,6,32.03993,34.774770000000004
302922,2020-01-14 04:30:00+02:00,Jaffa College Tel Aviv and Dakar,14,1,4,32.047511,34.759492
62882,2018-12-03 02:30:00+02:00,Hope,38,0,2,32.05151,34.7868
39313,2018-10-10 20:30:00+03:00,Ramat Aviv,36,2,20,32.112999,34.79869
309317,2020-01-17 03:30:00+02:00,Kfir,5,4,3,32.04742,34.80563
290228,2020-01-09 05:00:00+02:00,Plan for,47,3,5,32.11075,34.78784
208824,2019-11-26 21:00:00+02:00,Kfir,4,1,21,32.04716,34.80571
75666,2019-09-17 21:00:00+03:00,Neve Avivim and its surroundings,29,1,21,32.12083,34.79905
99186,2019-10-05 03:30:00+03:00,Neve Tzedek,15,5,3,32.061358,34.761935
220256,2019-12-02 10:30:00+02:00,Neve Eliezer and Kfar Shalem East,7,0,10,32.049209999999995,34.80795
146134,2019-10-28 16:00:00+02:00,Neve Chen,13,0,16,32.05165,34.81329
343853,2020-02-02 22:00:00+02:00,The new north - the state square,34,6,22,32.08915,34.79458
244890,2019-12-13 03:00:00+02:00,Glilot,72,4,3,32.142990000000005,34.79327
90336,2019-09-25 10:00:00+03:00,Neve Chen,9,2,10,32.05072,34.81372
242043,2019-12-10 05:30:00+02:00,Glilot,95,1,5,32.144009999999994,34.79778
213659,2019-11-30 09:00:00+02:00,Shapira,32,5,9,32.05032,34.77404
273042,2019-12-28 20:30:00+02:00,Tel Baruch North,11,5,20,32.12311,34.8205
217905,2019-12-01 17:30:00+02:00,Atidim,5,6,17,32.111506,34.840876
219865,2019-12-02 07:30:00+02:00,Tel Baruch North,29,0,7,32.123090000000005,34.82138
228295,2019-12-04 22:30:00+02:00,Jaffa D,17,2,22,32.03347,34.75629
115373,2019-10-14 03:30:00+03:00,Sde Dov area,26,0,3,32.03707,34.77711
172120,2019-11-09 13:00:00+02:00,Sea views,42,5,13,32.11806,34.78816
112697,2019-10-13 07:30:00+03:00,Neve Tzedek,8,6,7,32.06118,34.762840000000004
347375,2020-02-04 00:30:00+02:00,Old Jaffa,23,1,0,32.050287,34.752289000000005
323003,2020-01-26 09:30:00+02:00,Neot Afeka a,18,6,9,32.116620000000005,34.82011
375237,2020-02-17 16:00:00+02:00,Plan for,35,0,16,32.11152,34.78675
142523,2019-10-26 14:00:00+03:00,Neot Afeka b,52,5,14,32.11803,34.82349
384721,2020-02-22 15:30:00+02:00,Ajami and Givat Aliya,45,5,15,32.041,34.750890000000005
134386,2019-10-23 00:30:00+03:00,Tzahala Gardens,11,2,0,32.12447,34.824870000000004
367631,2020-02-13 08:00:00+02:00,Neve Barbur,12,3,8,32.04927,34.80417
7577,2018-07-07 20:30:00+03:00,Yarkon Park,26,5,20,32.10241,34.82157
237212,2019-12-07 17:00:00+02:00,Tel Aviv Cardo,190,5,17,32.067037,34.767475
239830,2019-12-09 13:00:00+02:00,Glilot,46,0,13,32.14368,34.79763
173369,2019-11-09 22:30:00+02:00,Neve Ofer,22,5,22,32.048190000000005,34.76455
117453,2019-10-14 19:00:00+03:00,The inheritance of Isaac,9,0,19,32.07515,34.79846
120119,2019-10-15 15:00:00+03:00,The inheritance of Isaac,7,1,15,32.0755,34.8014
166353,2019-11-07 18:00:00+02:00,Spring Cliffs,13,3,18,32.130074,34.791931
179155,2019-11-13 17:00:00+02:00,Neot Afeka a,6,2,17,32.113723,34.82452
346701,2020-02-03 19:30:00+02:00,Revivim,20,0,19,32.11823,34.82952
98484,2019-10-04 22:30:00+03:00,Level of pilots,17,4,22,32.059,34.80931
636,2018-07-04 07:30:00+03:00,Tel-Haim,4,2,7,32.06269,34.80579
250668,2019-12-14 22:30:00+02:00,Babylonian,49,5,22,32.096090000000004,34.799240000000005
229229,2019-12-05 05:30:00+02:00,Old Jaffa,17,3,5,32.05284,34.75113
365612,2020-02-12 16:30:00+02:00,The Woods Park,14,2,16,32.04417,34.76996
139814,2019-10-25 17:30:00+03:00,Fairgrounds,30,4,17,32.1034,34.8059
325014,2020-01-27 00:30:00+02:00,The Ayalon Highlands,17,0,0,32.0887,34.7969
269770,2019-12-26 20:30:00+02:00,Neve Sha'anan,37,3,20,32.05778,34.78181
364289,2020-02-12 06:30:00+02:00,Hadar-Yosef,44,2,6,32.10941,34.824009999999994
295238,2020-01-10 19:00:00+02:00,Bitzaron and Ramat Israel,95,4,19,32.06727,34.796620000000004
306068,2020-01-15 03:30:00+02:00,Lights,18,2,3,32.05907,34.80247
334343,2020-01-29 23:00:00+02:00,Neve Sha'anan,69,2,23,32.05951,34.78045
286433,2020-01-05 01:00:00+02:00,North Jaffa,158,6,1,32.051976,34.764434
286232,2020-01-04 23:30:00+02:00,North Jaffa,162,5,23,32.05099000000001,34.754690000000004
363694,2020-02-12 02:00:00+02:00,Afeka,12,2,2,32.12113,34.80751
299220,2020-01-12 01:00:00+02:00,Jaffa College Tel Aviv and Dakar,38,6,1,32.03958,34.75974
380709,2020-02-19 09:30:00+02:00,The new north - the state square,45,2,9,32.085348,34.783269
212768,2019-11-30 02:30:00+02:00,Neve Tzedek,4,5,2,32.061717,34.76710300000001
190597,2019-11-19 05:30:00+02:00,Kiryat Shaul,8,1,5,32.12557,34.82436
331848,2020-01-29 04:00:00+02:00,Tel-Haim,1,2,4,32.06239,34.80406
317776,2020-01-21 18:30:00+02:00,Ramat Aviv c,72,1,18,32.12381,34.80068
236208,2019-12-07 09:30:00+02:00,Tel Baruch,29,5,9,32.12059,34.81402
117855,2019-10-14 22:30:00+03:00,Atidim,45,0,22,32.107238,34.83433
367487,2020-02-13 07:00:00+02:00,Maoz Aviv,24,3,7,32.11372,34.81301
191981,2019-11-19 15:30:00+02:00,Lights,10,1,15,32.053329999999995,34.80065
242003,2019-12-10 05:00:00+02:00,Plan for,44,1,5,32.112120000000004,34.78562
170569,2019-11-09 02:00:00+02:00,Atidim,64,5,2,32.106652000000004,34.835506
225413,2019-12-04 01:00:00+02:00,Givat Herzl,20,2,1,32.05266,34.77162
203513,2019-11-25 05:00:00+02:00,Fairgrounds,5,0,5,32.1034,34.8059
230302,2019-12-05 13:30:00+02:00,Plan for,46,3,13,32.1049,34.7892
262157,2019-12-22 11:30:00+02:00,Level of pilots,20,6,11,32.06155,34.80555
327127,2020-01-27 16:30:00+02:00,Tel-Haim,13,0,16,32.06451,34.80297
194003,2019-11-21 06:30:00+02:00,Neve Sha'anan,31,3,6,32.0589,34.77834
378587,2020-02-18 17:30:00+02:00,Yad Eliyahu,65,1,17,32.05573,34.794540000000005
299098,2020-01-12 00:00:00+02:00,Level of pilots,22,6,0,32.059740000000005,34.810390000000005
389467,2020-02-24 23:30:00+02:00,Florentine,19,0,23,32.055440000000004,34.767762
373153,2020-02-17 00:30:00+02:00,North Jaffa,152,0,0,32.05037,34.75799
83967,2019-09-21 10:30:00+03:00,Montefiore,47,5,10,32.07038,34.790240000000004
76916,2019-09-18 06:30:00+03:00,Jaffa D,50,2,6,32.03367,34.75775
72996,2019-09-17 00:30:00+03:00,Neve Dan,7,1,0,32.110506,34.831109999999995
289052,2020-01-06 20:30:00+02:00,Kiryat Shaul,13,0,20,32.12735,34.82173
96881,2019-10-04 10:30:00+03:00,Neve Chen,30,4,10,32.05625,34.80633
106042,2019-10-10 05:30:00+03:00,Yedidya,9,3,5,32.04553,34.80455
233189,2019-12-06 11:00:00+02:00,Neve Sha'anan,29,4,11,32.05997,34.78065
350691,2020-02-05 00:30:00+02:00,The new north - the state square,54,2,0,32.08888,34.79407
10636,2018-07-09 20:00:00+03:00,Yarkon Park,13,0,20,32.10583,34.81797
48770,2018-10-15 19:00:00+03:00,Spring Cliffs,34,0,19,32.127109999999995,34.79343
5598,2018-07-06 23:30:00+03:00,Bitzaron and Ramat Israel,26,4,23,32.06981500000001,34.795398
211576,2019-11-29 17:30:00+02:00,Neve Avivim and its surroundings,47,4,17,32.1142,34.8013
243368,2019-12-10 15:00:00+02:00,Sea views,36,1,15,32.11603,34.78817
333729,2020-01-29 18:30:00+02:00,Givat Herzl,17,2,18,32.054140000000004,34.76818
323490,2020-01-26 13:00:00+02:00,Revivim,14,6,13,32.115559999999995,34.827090000000005
288894,2020-01-06 19:00:00+02:00,The new north - the state square,36,0,19,32.085348,34.783269
290667,2020-01-09 08:30:00+02:00,Maoz Aviv,2,3,8,32.11107,34.8131
113358,2019-10-13 12:30:00+03:00,Jaffa College Tel Aviv and Dakar,10,6,12,32.0452,34.759609999999995
60026,2018-11-30 05:30:00+02:00,Neve Ofer,58,4,5,32.03995,34.768370000000004
86732,2019-09-23 07:00:00+03:00,Jaffa D,16,0,7,32.035393,34.75873
161405,2019-11-05 10:00:00+02:00,Atidim,36,1,10,32.10738,34.83767
36159,2018-07-22 09:30:00+03:00,Sea views,45,6,9,32.11234,34.78596
336175,2020-01-31 12:30:00+02:00,The Yemenite Vineyard,56,4,12,32.069777,34.766401
258843,2019-12-21 10:30:00+02:00,Neve Ofer,22,5,10,32.03972,34.76778
335747,2020-01-31 09:30:00+02:00,Neot Afeka a,23,4,9,32.114000000000004,34.8188
293919,2020-01-10 09:00:00+02:00,Glilot,19,4,9,32.13568,34.79721
229154,2019-12-05 05:00:00+02:00,Neve Avivim and its surroundings,43,3,5,32.11419,34.80069
32295,2018-07-19 04:00:00+03:00,Neve Avivim and its surroundings,31,3,4,32.11872,34.79541
319008,2020-01-22 03:30:00+02:00,Sde Dov area,10,2,3,32.06053,34.807959999999994
332145,2020-01-29 06:30:00+02:00,Glilot,66,2,6,32.14034,34.7916
361801,2020-02-11 11:30:00+02:00,Glilot,16,1,11,32.13646,34.79357
92279,2019-09-26 00:30:00+03:00,Neot Afeka a,58,3,0,32.11663,34.81957
193742,2019-11-21 04:30:00+02:00,Old North - Northern part,65,3,4,32.0919,34.7822
258330,2019-12-21 06:30:00+02:00,Tzahala Gardens,16,5,6,32.12165,34.82861
88955,2019-09-23 23:30:00+03:00,Tel aviv university,79,0,23,32.1066,34.8043
300013,2020-01-12 07:00:00+02:00,Fairgrounds,8,6,7,32.10318,34.80692
115628,2019-10-14 05:30:00+03:00,Old Jaffa,7,0,5,32.05503,34.75414
228413,2019-12-04 23:30:00+02:00,Employment area - Holon Junction,1,2,23,32.03791,34.77649
79534,2019-09-19 02:00:00+03:00,Kiryat Shaul,20,3,2,32.1276,34.82653
310364,2020-01-17 11:00:00+02:00,Neve Chen,1,4,11,32.050940000000004,34.812
76468,2019-09-18 03:00:00+03:00,North Star,19,2,3,32.10117,34.78313
338003,2020-02-01 02:00:00+02:00,The new north - the southern part,30,5,2,32.082233,34.78457
60696,2018-11-30 10:30:00+02:00,Hadar-Yosef,75,4,10,32.10757,34.82018
177263,2019-11-13 03:30:00+02:00,Fairgrounds,35,2,3,32.1034,34.8059
156723,2019-11-01 23:00:00+02:00,North Star,23,4,23,32.09983,34.78735
269964,2019-12-26 22:00:00+02:00,Neve Barbur,10,3,22,32.05303,34.80353
261811,2019-12-22 09:00:00+02:00,Ezra and the crates,7,6,9,32.04668,34.78934
284228,2020-01-04 08:30:00+02:00,Montefiore,75,5,8,32.062459999999994,34.78379
114,2018-07-04 03:30:00+03:00,Sde Dov area,5,2,3,32.10435,34.78069
77730,2019-09-18 12:30:00+03:00,Neve Tzedek,37,2,12,32.06069,34.765640000000005
16733,2018-07-11 23:00:00+03:00,Tel aviv university,22,2,23,32.107158,34.802274
24141,2018-07-14 09:00:00+03:00,Ramat Aviv c,15,5,9,32.12552,34.79779
70174,2019-09-16 03:30:00+03:00,Kiryat Shalom,36,0,3,32.04751,34.7773
35038,2018-07-20 01:30:00+03:00,Atidim,10,4,1,32.108501000000004,34.836171
326701,2020-01-27 13:30:00+02:00,Neot Afeka b,46,0,13,32.12198,34.82286
306551,2020-01-15 07:00:00+02:00,Montefiore,44,2,7,32.0617,34.7844
22916,2018-07-13 23:00:00+03:00,Old Jaffa,13,4,23,32.050287,34.752289000000005
240923,2019-12-09 21:00:00+02:00,Old Jaffa,38,0,21,32.053555,34.753245
147658,2019-10-29 03:30:00+02:00,Neve Ofer,35,1,3,32.03904,34.764070000000004
352400,2020-02-05 13:30:00+02:00,Ajami and Givat Aliya,16,2,13,32.04884000000001,34.75083
85860,2019-09-22 00:30:00+03:00,Kfir,20,6,0,32.04649000000001,34.80419000000001
105349,2019-10-08 00:30:00+03:00,Tel Baruch,64,1,0,32.12269000000001,34.81192
12827,2018-07-10 13:30:00+03:00,Neve Barbur,3,1,13,32.053329999999995,34.80151
73643,2019-09-17 05:00:00+03:00,The New North - the northern part,83,1,5,32.09193,34.79456
77457,2019-09-18 10:30:00+03:00,Neve Avivim and its surroundings,34,2,10,32.117909999999995,34.79677
172160,2019-11-09 13:30:00+02:00,Kiryat Shaul,1,5,13,32.12621,34.8252
81641,2019-09-20 17:30:00+03:00,Port of Tel Aviv,7,4,17,32.0966,34.7738
128815,2019-10-21 07:30:00+03:00,Babylonian,19,0,7,32.09621,34.80059
35072,2018-07-20 01:30:00+03:00,Old North - Northern part,35,4,1,32.08658,34.77006
219382,2019-12-02 04:00:00+02:00,Tel Baruch North,24,0,4,32.12281,34.81785
36911,2018-07-22 15:00:00+03:00,Ramat Aviv c,22,6,15,32.12789,34.79868
122480,2019-10-16 09:00:00+03:00,Neve Sharett,36,2,9,32.116782,34.843358
265189,2019-12-25 10:30:00+02:00,Employment area - Holon Junction,7,2,10,32.03974,34.77459
228462,2019-12-04 23:30:00+02:00,Tel-Haim,2,2,23,32.06205,34.79997
360321,2020-02-10 00:00:00+02:00,Tel aviv university,2,0,0,32.107997999999995,34.802707
133283,2019-10-22 16:00:00+03:00,Tel Aviv Cardo,48,1,16,32.065732000000004,34.776003
316987,2020-01-21 12:30:00+02:00,The new north - the state square,63,1,12,32.089229,34.786514000000004
216262,2019-12-01 05:00:00+02:00,Jaffa College Tel Aviv and Dakar,8,6,5,32.047511,34.759492
36602,2018-07-22 13:00:00+03:00,Employment area - Holon Junction,7,6,13,32.03716,34.77499
160040,2019-11-03 23:30:00+02:00,North Star,25,6,23,32.10135,34.784040000000005
2072,2018-07-04 19:00:00+03:00,Neve Eliezer and Kfar Shalem East,6,2,19,32.0471,34.80944
383787,2020-02-22 08:30:00+02:00,Old North - Southern part,26,5,8,32.083968,34.771001
255176,2019-12-19 07:30:00+02:00,Jaffa College Tel Aviv and Dakar,34,3,7,32.047511,34.759492
118157,2019-10-15 00:30:00+03:00,Revivim,47,1,0,32.11482,34.826840000000004
144896,2019-10-28 07:00:00+02:00,Glilot,47,0,7,32.13859,34.79399
316645,2020-01-21 10:00:00+02:00,Shapira,90,1,10,32.05305,34.78113
348460,2020-02-04 08:30:00+02:00,Level of pilots,30,1,8,32.05916,34.809540000000005
22796,2018-07-13 22:00:00+03:00,Sarona Gardens,11,4,22,32.0756,34.7849
379220,2020-02-18 22:30:00+02:00,Sde Dov area,7,1,22,32.147,34.79247
356184,2020-02-08 17:30:00+02:00,Neot Afeka a,7,5,17,32.11502,34.823170000000005
71717,2019-09-16 15:00:00+03:00,Ramat Aviv c,48,0,15,32.125093,34.801667
148562,2019-10-29 10:30:00+02:00,Atidim,41,1,10,32.111506,34.840876
31247,2018-07-17 17:00:00+03:00,Maoz Aviv,12,1,17,32.10963,34.81264
43634,2018-10-14 05:00:00+03:00,Level of pilots,67,6,5,32.0593,34.80901
246938,2019-12-13 18:00:00+02:00,Yarkon Park,27,4,18,32.104012,34.810347
130536,2019-10-21 20:00:00+03:00,Ajami and Givat Aliya,36,0,20,32.03352,34.744679999999995
53142,2018-11-27 02:30:00+02:00,Old Jaffa,64,1,2,32.050287,34.752289000000005
127052,2019-10-17 18:30:00+03:00,Sea views,104,3,18,32.1169,34.78909
19612,2018-07-12 21:00:00+03:00,Ramat Aviv,23,3,21,32.106566,34.797869
57408,2018-11-29 10:00:00+02:00,The Yemenite Vineyard,9,3,10,32.069981,34.763805
76253,2019-09-18 01:30:00+03:00,Level of pilots,13,2,1,32.05993,34.80956
225173,2019-12-03 23:00:00+02:00,Old North - Southern part,31,1,23,32.076217,34.771446999999995
193870,2019-11-21 05:30:00+02:00,Neve Sharett,26,3,5,32.12113,34.84129
386895,2020-02-23 07:30:00+02:00,Babylonian,32,6,7,32.09571,34.79586
173312,2019-11-09 22:00:00+02:00,North Star,13,5,22,32.102709999999995,34.78969
287517,2020-01-06 09:00:00+02:00,Revivim,13,0,9,32.11632,34.82714
363314,2020-02-11 23:00:00+02:00,Ezra and the crates,14,1,23,32.04375,34.793420000000005
106817,2019-10-10 12:00:00+03:00,Neot Afeka a,24,3,12,32.11533,34.824490000000004
3044,2018-07-05 02:30:00+03:00,Shapira,42,3,2,32.04998,34.7819
215821,2019-12-01 01:30:00+02:00,Nir Aviv,18,6,1,32.04681,34.81373
369618,2020-02-13 22:30:00+02:00,Level of pilots,18,3,22,32.05805,34.8109
73064,2019-09-17 01:00:00+03:00,Neve Chen,39,1,1,32.052209999999995,34.81299
12248,2018-07-10 09:00:00+03:00,Neve Ofer,22,1,9,32.0369,34.7625
246404,2019-12-13 14:00:00+02:00,The New North - the northern part,73,4,14,32.093777,34.783564
153009,2019-10-30 19:30:00+02:00,Old North - Southern part,82,2,19,32.079135,34.779073
340053,2020-02-01 17:30:00+02:00,Neve Barbur,3,5,17,32.0515,34.80205
63655,2018-12-03 08:00:00+02:00,Tzahala Gardens,71,0,8,32.12239,34.83018
166128,2019-11-07 16:30:00+02:00,Jaffa Genoa Golan,16,3,16,32.03451,34.74691
146760,2019-10-28 20:30:00+02:00,The new north - the southern part,108,0,20,32.081213,34.791709999999995
304028,2020-01-14 12:30:00+02:00,Hope,36,1,12,32.04967,34.795320000000004
347605,2020-02-04 02:00:00+02:00,The Woods Park,4,1,2,32.04392,34.76995
373424,2020-02-17 02:30:00+02:00,North Star,4,0,2,32.10113,34.78296
281226,2020-01-03 10:00:00+02:00,Tel-Haim,5,4,10,32.06321,34.80295
311834,2020-01-17 22:00:00+02:00,Glilot,12,4,22,32.1443,34.79985
226318,2019-12-04 07:30:00+02:00,Ramat Aviv,26,2,7,32.10824,34.80061
155474,2019-11-01 14:00:00+02:00,Glilot,67,4,14,32.136590000000005,34.7936
120179,2019-10-15 15:30:00+03:00,The Yemenite Vineyard,19,1,15,32.07156,34.76501
359651,2020-02-09 19:00:00+02:00,Sea views,70,6,19,32.112320000000004,34.78788
38214,2018-10-10 12:30:00+03:00,Givat Herzl,15,2,12,32.05222,34.77274
282915,2020-01-03 22:30:00+02:00,Jaffa Genoa Golan,10,4,22,32.03133,34.746520000000004
44288,2018-10-14 09:30:00+03:00,Tel aviv university,23,6,9,32.113114,34.807582000000004
83503,2019-09-21 07:00:00+03:00,North Star,16,5,7,32.10145,34.78443
42088,2018-10-12 17:30:00+03:00,Port of Tel Aviv,5,4,17,32.0966,34.7738
117530,2019-10-14 20:00:00+03:00,Ajami and Givat Aliya,19,0,20,32.03679,34.74819
124197,2019-10-16 21:30:00+03:00,The new north - the state square,85,2,21,32.086848,34.788229
125605,2019-10-17 08:00:00+03:00,Sde Dov area,7,3,8,32.046620000000004,34.814
353130,2020-02-05 18:30:00+02:00,Tel Baruch,36,2,18,32.12088,34.8188
187936,2019-11-18 09:30:00+02:00,North Star,18,0,9,32.09987,34.78778
362557,2020-02-11 17:00:00+02:00,Neve Chen,18,1,17,32.05586,34.80644
112856,2019-10-13 08:30:00+03:00,Tel aviv university,30,6,8,32.107158,34.802274
115718,2019-10-14 06:00:00+03:00,The Woods Park,5,0,6,32.04399,34.76982
144140,2019-10-27 01:00:00+02:00,The Woods Park,18,6,1,32.04403,34.76985
26328,2018-07-15 02:30:00+03:00,Jaffa D,19,6,2,32.03109,34.75459
332298,2020-01-29 07:30:00+02:00,North Jaffa,67,2,7,32.05092,34.75452
49288,2018-10-15 23:00:00+03:00,Kiryat Shaul,15,0,23,32.12637,34.82532
357516,2020-02-09 03:00:00+02:00,Tel Aviv Cardo,210,6,3,32.066954,34.772503
140205,2019-10-25 20:30:00+03:00,Babylonian,18,4,20,32.096792,34.797362
261186,2019-12-22 04:00:00+02:00,Tel Baruch,30,6,4,32.12055,34.81871
301054,2020-01-12 14:30:00+02:00,Shapira,16,6,14,32.04795,34.778063
259931,2019-12-21 18:30:00+02:00,Neve Dan,25,5,18,32.110506,34.831109999999995
156580,2019-11-01 22:00:00+02:00,Neve Eliezer and Kfar Shalem East,15,4,22,32.05084,34.80927
214802,2019-11-30 17:30:00+02:00,Ramat Aviv c,56,5,17,32.12625,34.80211
132183,2019-10-22 08:00:00+03:00,Sde Dov area,16,1,8,32.12743,34.82095
3985,2018-07-06 10:30:00+03:00,Neve Tzedek,23,4,10,32.06036,34.761540000000004
229756,2019-12-05 09:30:00+02:00,Neve Ofer,55,3,9,32.04002,34.76665
353722,2020-02-05 23:00:00+02:00,Sde Dov area,8,2,23,32.12423,34.8147
44022,2018-10-14 07:30:00+03:00,The nursery,52,6,7,32.12639,34.82993
236207,2019-12-07 09:30:00+02:00,Tel Aviv Cardo,126,5,9,32.066829,34.783039
250366,2019-12-14 20:00:00+02:00,Neve Ofer,34,5,20,32.04808,34.764720000000004
243547,2019-12-10 16:30:00+02:00,Neve Dan,19,1,16,32.11291,34.83085
184090,2019-11-17 05:30:00+02:00,Bitzaron and Ramat Israel,14,6,5,32.06981500000001,34.795398
93876,2019-10-03 12:30:00+03:00,Bitzaron and Ramat Israel,55,3,12,32.066956,34.793493
300481,2020-01-12 10:30:00+02:00,Givat Herzl,28,6,10,32.05146,34.76628
208176,2019-11-26 16:00:00+02:00,Neot Afeka a,3,1,16,32.11293,34.82427
382541,2020-02-19 23:30:00+02:00,Jaffa D,8,2,23,32.03245,34.75251
214146,2019-11-30 12:30:00+02:00,The Yemenite Vineyard,19,5,12,32.069777,34.766401
357869,2020-02-09 05:30:00+02:00,The New North - the northern part,16,6,5,32.096128,34.790745
11866,2018-07-10 06:00:00+03:00,North Star,11,1,6,32.0999,34.787209999999995
355869,2020-02-08 15:00:00+02:00,Sea views,31,5,15,32.11959,34.79223
285689,2020-01-04 19:30:00+02:00,Montefiore,22,5,19,32.06855,34.78823
210889,2019-11-29 12:30:00+02:00,Atidim,78,4,12,32.1097,34.8408
259077,2019-12-21 12:00:00+02:00,The Ayalon Highlands,9,5,12,32.0849,34.7966
189072,2019-11-18 18:00:00+02:00,The Ayalon Highlands,46,0,18,32.0887,34.7969
234004,2019-12-06 17:00:00+02:00,Neve Avivim and its surroundings,163,4,17,32.12039,34.79746
378237,2020-02-18 15:00:00+02:00,Ramat Aviv,31,1,15,32.112999,34.79869
298717,2020-01-11 21:00:00+02:00,Neve Chen,2,5,21,32.05317,34.80969
99008,2019-10-05 02:00:00+03:00,Tzahala Gardens,51,5,2,32.12243,34.8308
156987,2019-11-02 01:00:00+02:00,Neve Dan,8,5,1,32.11443,34.82996
124562,2019-10-17 00:30:00+03:00,Neot Afeka a,11,3,0,32.11545,34.82171
242322,2019-12-10 07:30:00+02:00,Kiryat Shaul,5,1,7,32.12563,34.82441
